invoice_id,vendor_name,amount,tax_amount,tax_rate,description,date,is_fake
INV-1399,Oracle Corporation,4870.09,876.62,0.18,Professional consulting services,2025-01-06 01:58:36.481350,0
INV-1683,IBM Corporaton,15902.41,2761.02,0.17234618128833995,General business expenses,2024-08-01 01:58:36.497189,1
INV-5098,Gogle LLC,1000.0,180.0,0.18,Various professional services,2025-06-09 01:58:36.481350,1
INV-8734,IBM Corporaton,5000.0,1372.84,0.27211711957649165,General business expenses,2024-09-19 01:58:36.481350,1
INV-5603,Microsoft Corp,1375.55,247.6,0.18,Software licensing and support services,2024-11-02 01:58:36.481350,0
INV-5889,IBM Corporation,8657.83,1558.41,0.18,Hardware procurement and installation,2025-03-22 01:58:36.481350,0
INV-3967,Microsoft Corp,2581.75,464.71,0.18,Hardware procurement and installation,2024-10-20 01:58:36.481350,0
INV-3474,Salesforce Inc,3342.18,601.59,0.18,Professional consulting services,2024-12-23 01:58:36.481350,0
INV-8965,Amazon Web Services,7067.92,1272.23,0.18,Professional consulting services,2025-01-17 01:58:36.481350,0
INV-6939,Amazon Web Servces,19962.87,3593.32,0.18,Various professional services,2024-12-22 01:58:36.481350,1
INV-5348,IBM Corporation,7050.55,1269.1,0.18,Cloud computing services for Q1 2024,2025-02-27 01:58:36.481350,0
EPZGV40O,Gogle LLC,8823.23,1757.25,0.19549390950076667,General business expenses,2024-11-13 01:58:36.481350,1
INV-7360,Oracl Corporation,35926.41,6466.75,0.18,General business expenses,2024-09-25 01:58:36.481350,1
INV-3719,Salesforce Inc,3368.57,606.34,0.18,Hardware procurement and installation,2024-10-15 01:58:36.481350,0
INV-2241,Microsoft Corp,5794.82,1043.07,0.18,Hardware procurement and installation,2025-01-10 01:58:36.481350,0
INV-1812,Google LLC,2396.92,431.45,0.18,Cloud computing services for Q1 2024,2024-12-29 01:58:36.481350,0
INV-6368,Apple Inc,2067.24,372.1,0.18,Cloud computing services for Q1 2024,2024-09-10 01:58:36.481350,0
INV-4187,Apple Inc,1279.88,230.38,0.18,Professional consulting services,2024-12-22 01:58:36.481350,0
INV-4761,Apple Inc,7368.22,1326.28,0.18,Professional consulting services,2024-11-05 01:58:36.481350,0
INV-3820,Google LLC,4463.16,803.37,0.18,Software licensing and support services,2025-01-06 01:58:36.481350,0
INV-9119,IBM Corporation,6744.63,1214.03,0.18,Hardware procurement and installation,2024-08-26 01:58:36.481350,0
INV-3218,Salesforec Inc,32843.09,5911.76,0.18,Miscellaneous services and products,2025-01-28 01:58:36.497189,1
INV-4449,Gogle LLC,44773.32,5044.7,0.11280584864319156,Emergency maintenance work,2024-12-25 01:58:36.497189,1
YI70RP7B,Amazon Web Servces,2731.24,383.74,0.1496170606526474,Miscellaneous services and products,2024-09-09 01:58:36.497189,1
INV-1782,Aple Inc,24327.27,4378.91,0.18,Emergency maintenance work,2024-07-22 01:58:36.481350,1
INV-4770,Apple Inc,9008.07,1621.45,0.18,Cloud computing services for Q1 2024,2025-05-29 01:58:36.481350,0
INV-1928,IBM Corporation,7764.22,1397.56,0.18,Software licensing and support services,2025-06-23 01:58:36.481350,0
DTOMT9LK,Aple Inc,1000.0,192.16,0.14434841943373689,General business expenses,2025-03-30 01:58:36.481350,1
INV-8429,Oracle Corporation,8828.98,1589.22,0.18,Hardware procurement and installation,2025-03-28 01:58:36.465521,0
INV-4843,Google LLC,8387.0,1509.66,0.18,Hardware procurement and installation,2025-06-08 01:58:36.481350,0
INV-9239,Salesforce Inc,8049.9,1448.98,0.18,Software licensing and support services,2024-07-28 01:58:36.481350,0
INV-6449,Microsoft Corp,4945.4,890.17,0.18,Hardware procurement and installation,2025-04-19 01:58:36.481350,0
INV-3506,Microsoft Corp,5836.06,1050.49,0.18,Professional consulting services,2024-09-18 01:58:36.481350,0
INV-2762,Google LLC,6159.38,1108.69,0.18,Professional consulting services,2024-09-22 01:58:36.481350,0
INV-5439,Microsoft Corp,8807.21,1585.3,0.18,Software licensing and support services,2024-12-18 01:58:36.481350,0
INV-5623,Apple Inc,8967.15,1614.09,0.18,Cloud computing services for Q1 2024,2025-03-08 01:58:36.481350,0
INV-9085,IBM Corporaton,21305.24,3834.94,0.18,General business expenses,2025-05-19 01:58:36.481350,1
64P1B9BI,Salesforec Inc,32703.63,5886.65,0.18,General business expenses,2025-07-03 01:58:36.481350,1
INV-7639,Oracl Corporation,19350.77,3483.14,0.18,Miscellaneous services and products,2025-04-27 01:58:36.499205,1
INV-4594,IBM Corporation,3929.63,707.33,0.18,Professional consulting services,2025-04-28 01:58:36.481350,0
INV-4698,Apple Inc,9026.01,1624.68,0.18,Professional consulting services,2025-05-20 01:58:36.481350,0
INV-7541,Gogle LLC,1000.0,180.0,0.18,Emergency maintenance work,2025-07-04 01:58:36.481350,1
INV-6425,IBM Corporaton,47467.8,8544.2,0.18,Various professional services,2025-05-04 01:58:36.481350,1
JJS7DXGE,Oracl Corporation,5000.0,699.76,0.13080384029314424,General business expenses,2024-10-02 01:58:36.481350,1
INV-2293,Aple Inc,26019.84,5724.29,0.22082216765903806,Various professional services,2025-01-24 01:58:36.481350,1
INV-8166,Gogle LLC,5000.0,550.59,0.10396556699678657,Various professional services,2024-10-22 01:58:36.481350,1
GDUL2XT4,Microsft Corp,42194.47,9055.07,0.21565357246271705,Miscellaneous services and products,2025-06-19 01:58:36.481350,1
INV-6961,Google LLC,255.54,46.0,0.18,Software licensing and support services,2025-02-13 01:58:36.481350,0
GI0VUI9S,Amazon Web Servces,18113.67,3260.46,0.18,Various professional services,2025-03-22 01:58:36.481350,1
1JV6RAAO,Salesforec Inc,5000.0,900.0,0.18,Emergency maintenance work,2025-04-08 01:58:36.481350,1
INV-6247,Aple Inc,15834.67,2850.24,0.18,Miscellaneous services and products,2024-11-17 01:58:36.481350,1
INV-1941,Google LLC,4534.85,816.27,0.18,Professional consulting services,2024-07-23 01:58:36.481350,0
INV-5344,Microsoft Corp,8029.57,1445.32,0.18,Cloud computing services for Q1 2024,2024-10-07 01:58:36.481350,0
INV-5688,IBM Corporaton,3720.49,669.69,0.18,Miscellaneous services and products,2024-08-23 01:58:36.481350,1
INV-9350,Amazon Web Services,9705.19,1746.93,0.18,Software licensing and support services,2024-08-28 01:58:36.481350,0
INV-5955,Amazon Web Services,9480.41,1706.47,0.18,Software licensing and support services,2025-04-07 01:58:36.481350,0
INV-6374,Microsft Corp,16827.75,3028.99,0.18,Various professional services,2024-10-03 01:58:36.481350,1
ZI2N6T2K,Microsft Corp,1000.0,180.0,0.18,General business expenses,2025-05-05 01:58:36.481350,1
INV-9474,Microsft Corp,38011.47,4974.25,0.13189087722885506,Various professional services,2025-07-01 01:58:36.481350,1
9T7INSRI,Microsft Corp,1000.0,71.24,0.11286594663433629,General business expenses,2024-07-18 01:58:36.481350,1
A7G3922R,Oracl Corporation,19942.99,987.79,0.050817180708234364,Miscellaneous services and products,2025-07-11 01:58:36.481350,1
ORLC959I,Salesforec Inc,10000.0,1800.0,0.18,Miscellaneous services and products,2024-08-06 01:58:36.481350,1
INV-8513,Amazon Web Servces,5000.0,900.0,0.18,Emergency maintenance work,2025-03-29 01:58:36.481350,1
1D1SQRUH,IBM Corporaton,15060.2,2337.5,0.15343149597271227,Various professional services,2024-07-22 01:58:36.481350,1
INV-3311,Google LLC,6875.11,1237.52,0.18,Hardware procurement and installation,2025-06-10 01:58:36.481350,0
PH1CIZM8,Salesforec Inc,5000.0,581.75,0.11558500235780224,Miscellaneous services and products,2025-05-20 01:58:36.481350,1
INV-1984,Oracle Corporation,7113.72,1280.47,0.18,Cloud computing services for Q1 2024,2025-07-08 01:58:36.481350,0
INV-5852,Aple Inc,45232.34,8141.82,0.18,Emergency maintenance work,2025-03-01 01:58:36.481350,1
INV-2686,Google LLC,5913.77,1064.48,0.18,Hardware procurement and installation,2025-01-11 01:58:36.481350,0
INV-1055,Aple Inc,15316.94,2757.05,0.18,Emergency maintenance work,2025-05-10 01:58:36.497189,1
INV-8201,Aple Inc,45872.7,8257.09,0.18,Emergency maintenance work,2025-06-26 01:58:36.481350,1
INV-6411,Microsoft Corp,1076.39,193.75,0.18,Cloud computing services for Q1 2024,2024-11-19 01:58:36.481350,0
INV-6458,Microsoft Corp,8566.12,1541.9,0.18,Software licensing and support services,2025-03-12 01:58:36.481350,0
INV-1919,Oracle Corporation,9094.16,1636.95,0.18,Professional consulting services,2025-06-17 01:58:36.481350,0
INV-2235,Amazon Web Servces,20542.55,3697.66,0.18,Miscellaneous services and products,2025-03-17 01:58:36.481350,1
INV-2205,Amazon Web Services,9987.57,1797.76,0.18,Cloud computing services for Q1 2024,2025-06-26 01:58:36.481350,0
K5WBITTB,Gogle LLC,24138.85,4344.99,0.18,Emergency maintenance work,2024-09-04 01:58:36.481350,1
INV-4388,Microsoft Corp,6794.19,1222.95,0.18,Professional consulting services,2025-05-19 01:58:36.481350,0
INV-1606,Amazon Web Services,2105.21,378.94,0.18,Cloud computing services for Q1 2024,2025-02-20 01:58:36.481350,0
INV-2386,Aple Inc,44150.11,7947.02,0.18,Various professional services,2025-01-17 01:58:36.481350,1
INV-3236,Amazon Web Servces,5752.38,1035.43,0.18,Various professional services,2025-05-17 01:58:36.481350,1
3V611985,Gogle LLC,31550.82,7207.5,0.22818139654912467,General business expenses,2025-02-02 01:58:36.481350,1
7Q07XIK4,Aple Inc,30911.47,5564.06,0.18,Miscellaneous services and products,2025-07-07 01:58:36.481350,1
INV-2276,Apple Inc,1710.06,307.81,0.18,Professional consulting services,2025-05-15 01:58:36.481350,0
INV-7726,Oracl Corporation,25000.0,4500.0,0.18,Emergency maintenance work,2024-10-27 01:58:36.481350,1
INV-4195,IBM Corporaton,35629.1,6413.24,0.18,Various professional services,2025-01-21 01:58:36.497189,1
INV-6435,Google LLC,9481.96,1706.75,0.18,Hardware procurement and installation,2024-11-04 01:58:36.481350,0
INV-3945,Oracle Corporation,5293.28,952.79,0.18,Cloud computing services for Q1 2024,2025-03-04 01:58:36.481350,0
INV-7908,Google LLC,134.26,24.17,0.18,Professional consulting services,2024-09-23 01:58:36.481350,0
ND5P78E3,Aple Inc,5000.0,900.0,0.18,Emergency maintenance work,2024-12-11 01:58:36.481350,1
INV-9576,Aple Inc,25000.0,7369.56,0.2933946352830389,General business expenses,2024-11-18 01:58:36.497189,1
INV-7592,Salesforec Inc,3075.8,553.64,0.18,Various professional services,2024-12-09 01:58:36.481350,1
INV-7682,Amazon Web Services,3288.79,591.98,0.18,Hardware procurement and installation,2025-05-07 01:58:36.481350,0
INV-8495,Oracl Corporation,38265.84,10271.47,0.2674507150598868,Miscellaneous services and products,2024-07-27 01:58:36.497189,1
INV-6729,Oracl Corporation,18601.12,3348.2,0.18,Emergency maintenance work,2024-08-11 01:58:36.481350,1
INV-8013,Salesforce Inc,5820.89,1047.76,0.18,Hardware procurement and installation,2025-06-06 01:58:36.481350,0
INV-4086,Microsoft Corp,4122.04,741.97,0.18,Professional consulting services,2024-09-02 01:58:36.481350,0
UDXN7TEX,IBM Corporaton,26143.67,7721.93,0.29716673827751805,General business expenses,2025-05-28 01:58:36.499205,1
INV-3972,IBM Corporaton,48622.42,8752.04,0.18,Emergency maintenance work,2025-06-02 01:58:36.481350,1
8409JEJ7,Aple Inc,2573.34,463.2,0.18,Miscellaneous services and products,2024-07-22 01:58:36.497189,1
INV-1581,Oracl Corporation,38299.44,4394.62,0.11527801188147206,General business expenses,2025-01-05 01:58:36.481350,1
LWDT88X0,Salesforec Inc,25000.0,4500.0,0.18,Various professional services,2025-04-15 01:58:36.481350,1
INV-8137,Google LLC,4136.29,744.53,0.18,Software licensing and support services,2025-01-15 01:58:36.481350,0
INV-9382,Amazon Web Services,7834.84,1410.27,0.18,Cloud computing services for Q1 2024,2025-04-20 01:58:36.481350,0
INV-6890,Oracl Corporation,34092.82,4129.82,0.12050599944779695,Miscellaneous services and products,2024-10-24 01:58:36.481350,1
O0GP2P3B,Aple Inc,49697.62,8394.15,0.1690604239603477,Miscellaneous services and products,2025-05-18 01:58:36.497189,1
INV-8979,Apple Inc,6366.42,1145.96,0.18,Hardware procurement and installation,2024-12-07 01:58:36.481350,0
INV-8905,Oracle Corporation,5680.28,1022.45,0.18,Professional consulting services,2025-06-20 01:58:36.481350,0
INV-4489,Microsoft Corp,7835.98,1410.48,0.18,Cloud computing services for Q1 2024,2025-04-13 01:58:36.481350,0
INV-2832,Amazon Web Services,589.91,106.18,0.18,Professional consulting services,2024-10-02 01:58:36.481350,0
INV-8516,Salesforce Inc,3811.95,686.15,0.18,Hardware procurement and installation,2024-12-25 01:58:36.481350,0
INV-9551,IBM Corporation,6537.56,1176.76,0.18,Professional consulting services,2025-03-01 01:58:36.481350,0
INV-7486,IBM Corporaton,49622.46,10016.5,0.20100225737018618,Miscellaneous services and products,2024-12-27 01:58:36.481350,1
INV-2325,Amazon Web Servces,25000.0,4500.0,0.18,Miscellaneous services and products,2024-10-24 01:58:36.481350,1
BH4Y2Y4A,Oracl Corporation,42373.53,7627.24,0.18,General business expenses,2024-09-03 01:58:36.481350,1
INV-1415,Oracle Corporation,7160.26,1288.85,0.18,Software licensing and support services,2025-03-01 01:58:36.481350,0
INV-8890,Microsft Corp,25000.0,2143.31,0.087063867551,Miscellaneous services and products,2024-08-19 01:58:36.497189,1
INV-2605,IBM Corporation,5033.8,906.08,0.18,Professional consulting services,2025-05-02 01:58:36.481350,0
INV-7623,Oracl Corporation,19886.22,1261.56,0.06428144277413743,General business expenses,2024-12-10 01:58:36.481350,1
INV-3624,Amazon Web Services,7523.23,1354.18,0.18,Professional consulting services,2025-01-17 01:58:36.481350,0
INV-7418,Salesforec Inc,17124.59,3346.79,0.19386118140001124,Various professional services,2025-07-08 01:58:36.481350,1
INV-4948,Oracle Corporation,413.43,74.42,0.18,Professional consulting services,2025-05-15 01:58:36.481350,0
INV-3239,Apple Inc,7556.32,1360.14,0.18,Cloud computing services for Q1 2024,2025-01-17 01:58:36.481350,0
INV-4788,Aple Inc,24549.82,4418.97,0.18,Emergency maintenance work,2024-09-16 01:58:36.481350,1
INV-4116,Amazon Web Services,1819.74,327.55,0.18,Hardware procurement and installation,2025-06-01 01:58:36.481350,0
RWN7BESF,Oracl Corporation,5000.0,900.0,0.18,Various professional services,2024-10-25 01:58:36.481350,1
INV-1263,IBM Corporaton,37499.01,5617.45,0.14971595130379106,General business expenses,2025-05-16 01:58:36.497189,1
INV-5398,Microsft Corp,27060.97,2536.22,0.09337943634417058,Emergency maintenance work,2024-12-06 01:58:36.481350,1
INV-9617,Aple Inc,1023.51,291.86,0.2384632281213684,General business expenses,2025-02-25 01:58:36.481350,1
BJIXOTH8,Microsft Corp,1000.0,180.0,0.18,General business expenses,2025-01-18 01:58:36.481350,1
INV-9187,Salesforce Inc,5342.24,961.6,0.18,Software licensing and support services,2025-04-29 01:58:36.481350,0
INV-5853,Google LLC,8573.8,1543.28,0.18,Software licensing and support services,2025-01-10 01:58:36.481350,0
INV-4570,Apple Inc,2380.74,428.53,0.18,Software licensing and support services,2025-01-21 01:58:36.481350,0
INV-4335,Apple Inc,9319.06,1677.43,0.18,Hardware procurement and installation,2024-09-15 01:58:36.481350,0
INV-4278,Oracl Corporation,10438.62,827.25,0.07995574333179069,Various professional services,2024-12-13 01:58:36.481350,1
CALUVOS9,IBM Corporaton,1000.0,189.66,0.14059346338810375,Various professional services,2024-09-13 01:58:36.497189,1
INV-7880,Amazon Web Services,1303.72,234.67,0.18,Cloud computing services for Q1 2024,2025-02-03 01:58:36.481350,0
INV-7493,Oracle Corporation,2829.05,509.23,0.18,Software licensing and support services,2025-05-31 01:58:36.481350,0
D3EWWMYS,Aple Inc,5000.0,711.98,0.13844060354648297,Emergency maintenance work,2025-03-22 01:58:36.481350,1
INV-1789,Apple Inc,1517.63,273.17,0.18,Hardware procurement and installation,2024-11-01 01:58:36.481350,0
INV-4575,Microsoft Corp,5302.99,954.54,0.18,Software licensing and support services,2025-05-07 01:58:36.481350,0
INV-8281,Microsoft Corp,3193.46,574.82,0.18,Cloud computing services for Q1 2024,2024-07-17 01:58:36.481350,0
INV-4693,Salesforce Inc,8524.74,1534.45,0.18,Cloud computing services for Q1 2024,2025-02-02 01:58:36.481350,0
INV-3236,IBM Corporaton,5000.0,1223.78,0.24736594254154093,Various professional services,2024-11-03 01:58:36.481350,1
INV-1372,Microsft Corp,34181.57,6152.68,0.18,Various professional services,2025-04-22 01:58:36.497189,1
INV-1080,Amazon Web Services,1502.19,270.39,0.18,Hardware procurement and installation,2024-10-10 01:58:36.481350,0
INV-1666,Aple Inc,30890.4,5560.27,0.18,Miscellaneous services and products,2025-06-17 01:58:36.481350,1
INV-8775,Google LLC,7513.42,1352.42,0.18,Hardware procurement and installation,2024-11-05 01:58:36.481350,0
INV-5852,Google LLC,9037.33,1626.72,0.18,Cloud computing services for Q1 2024,2024-07-25 01:58:36.481350,0
INV-4913,Oracl Corporation,28053.44,5049.62,0.18,Miscellaneous services and products,2024-09-12 01:58:36.481350,1
INV-9437,Salesforce Inc,4421.35,795.84,0.18,Professional consulting services,2024-10-27 01:58:36.481350,0
INV-6486,IBM Corporation,1324.13,238.34,0.18,Cloud computing services for Q1 2024,2025-04-16 01:58:36.481350,0
INV-9829,Microsft Corp,33142.24,5965.6,0.18,Miscellaneous services and products,2025-01-27 01:58:36.481350,1
557CKX7K,Oracl Corporation,14102.11,2538.38,0.18,Emergency maintenance work,2024-11-19 01:58:36.497189,1
INV-8545,Oracle Corporation,7389.34,1330.08,0.18,Cloud computing services for Q1 2024,2025-05-14 01:58:36.481350,0
INV-7170,Oracl Corporation,21248.8,3824.78,0.18,Various professional services,2024-08-01 01:58:36.481350,1
INV-6100,Salesforce Inc,7858.19,1414.47,0.18,Cloud computing services for Q1 2024,2024-12-12 01:58:36.481350,0
INV-9778,Apple Inc,1102.88,198.52,0.18,Software licensing and support services,2025-03-02 01:58:36.481350,0
C0NQG81N,Oracl Corporation,3674.69,427.91,0.111172310676476,Various professional services,2025-01-31 01:58:36.499205,1
INV-3935,Oracle Corporation,9840.68,1771.32,0.18,Hardware procurement and installation,2024-11-13 01:58:36.481350,0
DIUSAWM7,Aple Inc,1000.0,119.48,0.09785975947559593,Miscellaneous services and products,2024-08-01 01:58:36.497189,1
INV-7596,Oracl Corporation,3731.7,1095.2,0.2854643130728012,Emergency maintenance work,2024-12-31 01:58:36.481350,1
INV-4933,IBM Corporaton,10000.0,1800.0,0.18,General business expenses,2024-07-24 01:58:36.481350,1
INV-5255,Microsoft Corp,9429.01,1697.22,0.18,Hardware procurement and installation,2024-12-07 01:58:36.481350,0
INV-8634,IBM Corporaton,13637.09,2454.68,0.18,Miscellaneous services and products,2025-03-22 01:58:36.481350,1
INV-4405,IBM Corporation,7892.47,1420.64,0.18,Professional consulting services,2024-10-03 01:58:36.481350,0
INV-6868,Oracle Corporation,3845.03,692.11,0.18,Cloud computing services for Q1 2024,2024-12-02 01:58:36.481350,0
INV-5825,Google LLC,5808.15,1045.47,0.18,Cloud computing services for Q1 2024,2025-02-18 01:58:36.481350,0
9P3CBGMH,IBM Corporaton,10000.0,2813.29,0.2771045127572767,Miscellaneous services and products,2024-09-06 01:58:36.481350,1
INV-1462,Apple Inc,2826.49,508.77,0.18,Professional consulting services,2025-03-01 01:58:36.481350,0
INV-7621,Microsft Corp,35459.0,6382.62,0.18,Emergency maintenance work,2024-10-31 01:58:36.481350,1
INV-8461,Salesforec Inc,6077.36,357.83,0.0591377006852493,General business expenses,2025-06-27 01:58:36.481350,1
INV-4049,Amazon Web Servces,1000.0,292.61,0.29867359382631614,Miscellaneous services and products,2025-06-16 01:58:36.481350,1
I19L5H5B,Aple Inc,13369.77,2406.56,0.18,Emergency maintenance work,2025-03-10 01:58:36.481350,1
INV-8509,Amazon Web Servces,5534.86,399.25,0.07911339875054056,Miscellaneous services and products,2024-09-24 01:58:36.497189,1
INV-4790,Apple Inc,1225.09,220.52,0.18,Cloud computing services for Q1 2024,2024-08-26 01:58:36.481350,0
INV-4181,Oracle Corporation,2781.77,500.72,0.18,Hardware procurement and installation,2025-04-07 01:58:36.481350,0
INV-6013,Microsoft Corp,1795.02,323.1,0.18,Professional consulting services,2025-06-02 01:58:36.481350,0
H9478W89,Salesforec Inc,30994.92,5579.09,0.18,Emergency maintenance work,2024-09-07 01:58:36.481350,1
INV-3632,Amazon Web Services,4785.54,861.4,0.18,Software licensing and support services,2025-06-10 01:58:36.481350,0
INV-8715,Microsoft Corp,2434.62,438.23,0.18,Cloud computing services for Q1 2024,2025-07-05 01:58:36.481350,0
HJGK2OU1,Salesforec Inc,24077.48,4333.95,0.18,Various professional services,2025-06-06 01:58:36.481350,1
INV-9238,Microsft Corp,25000.0,4500.0,0.18,Emergency maintenance work,2024-08-23 01:58:36.481350,1
MTXKM40W,Aple Inc,35482.63,6386.87,0.18,Various professional services,2024-08-11 01:58:36.481350,1
INV-3147,Oracl Corporation,1000.0,180.0,0.18,Miscellaneous services and products,2024-12-01 01:58:36.481350,1
INV-2385,IBM Corporation,4483.91,807.1,0.18,Software licensing and support services,2024-12-24 01:58:36.481350,0
INV-3733,Salesforec Inc,22294.21,4012.96,0.18,General business expenses,2025-03-29 01:58:36.481350,1
QQTLHZSU,Salesforec Inc,4243.25,623.12,0.1436053974417597,Emergency maintenance work,2025-04-28 01:58:36.497189,1
INV-4072,Oracle Corporation,213.75,38.48,0.18,Hardware procurement and installation,2024-08-12 01:58:36.481350,0
INV-7573,Apple Inc,7052.49,1269.45,0.18,Software licensing and support services,2025-06-15 01:58:36.481350,0
INV-5849,Oracle Corporation,7504.3,1350.77,0.18,Hardware procurement and installation,2024-10-26 01:58:36.481350,0
INV-7297,IBM Corporation,8653.64,1557.66,0.18,Cloud computing services for Q1 2024,2024-11-29 01:58:36.481350,0
6AV80V3A,IBM Corporaton,5000.0,331.44,0.06614363378165876,Miscellaneous services and products,2024-08-30 01:58:36.497189,1
INV-8228,Microsft Corp,34742.32,5758.25,0.1648872920799162,Various professional services,2025-04-05 01:58:36.481350,1
INV-4850,Microsoft Corp,4572.7,823.09,0.18,Software licensing and support services,2025-03-20 01:58:36.481350,0
INV-2198,Salesforce Inc,9567.33,1722.12,0.18,Cloud computing services for Q1 2024,2024-11-15 01:58:36.481350,0
INV-5143,Salesforce Inc,4021.17,723.81,0.18,Software licensing and support services,2025-03-17 01:58:36.481350,0
INV-4794,Microsoft Corp,356.69,64.2,0.18,Software licensing and support services,2025-03-24 01:58:36.481350,0
INV-8228,Salesforce Inc,1710.88,307.96,0.18,Cloud computing services for Q1 2024,2025-04-15 01:58:36.481350,0
INV-5010,Amazon Web Services,3227.93,581.03,0.18,Software licensing and support services,2024-11-13 01:58:36.481350,0
9E2JQ80V,Amazon Web Servces,16504.52,2970.81,0.18,Miscellaneous services and products,2024-09-24 01:58:36.481350,1
INV-1791,Amazon Web Services,4736.04,852.49,0.18,Cloud computing services for Q1 2024,2025-07-09 01:58:36.481350,0
INV-4971,Amazon Web Servces,34951.89,6291.34,0.18,Emergency maintenance work,2024-11-25 01:58:36.497189,1
FTT2QKAG,Salesforec Inc,43567.14,11932.42,0.274031439133156,Emergency maintenance work,2025-03-07 01:58:36.497189,1
INV-6621,IBM Corporaton,24591.37,4426.45,0.18,Miscellaneous services and products,2025-02-14 01:58:36.481350,1
Z8VMEHKD,Aple Inc,33994.67,6119.04,0.18,Miscellaneous services and products,2024-09-04 01:58:36.481350,1
INV-6718,Apple Inc,8197.71,1475.59,0.18,Cloud computing services for Q1 2024,2025-04-14 01:58:36.481350,0
CM3MHKHI,Gogle LLC,1000.0,180.0,0.18,Various professional services,2025-05-10 01:58:36.481350,1
INV-2912,Google LLC,5323.71,958.27,0.18,Software licensing and support services,2025-04-29 01:58:36.481350,0
INV-9918,IBM Corporation,7014.58,1262.62,0.18,Cloud computing services for Q1 2024,2025-04-15 01:58:36.481350,0
INV-3118,IBM Corporation,9392.05,1690.57,0.18,Software licensing and support services,2024-11-14 01:58:36.481350,0
INV-6876,IBM Corporation,7476.5,1345.77,0.18,Hardware procurement and installation,2024-07-14 01:58:36.481350,0
INV-7647,Oracl Corporation,22246.46,4004.36,0.18,General business expenses,2024-11-18 01:58:36.481350,1
INV-5749,Apple Inc,3568.03,642.25,0.18,Cloud computing services for Q1 2024,2024-07-25 01:58:36.481350,0
L96ZUIXH,Amazon Web Servces,17743.39,3193.81,0.18,Miscellaneous services and products,2024-08-22 01:58:36.497189,1
INV-9257,Amazon Web Services,1029.61,185.33,0.18,Hardware procurement and installation,2024-07-30 01:58:36.481350,0
INV-7495,IBM Corporation,9619.34,1731.48,0.18,Professional consulting services,2024-07-22 01:58:36.481350,0
INV-3120,IBM Corporation,204.78,36.86,0.18,Professional consulting services,2025-07-07 01:58:36.481350,0
INV-8118,Google LLC,6526.3,1174.73,0.18,Cloud computing services for Q1 2024,2025-02-19 01:58:36.481350,0
INV-4585,Gogle LLC,5000.0,900.0,0.18,Various professional services,2025-02-09 01:58:36.481350,1
INV-6360,Oracle Corporation,6011.23,1082.02,0.18,Professional consulting services,2025-03-20 01:58:36.481350,0
INV-4492,Aple Inc,35532.71,6395.89,0.18,General business expenses,2025-06-05 01:58:36.481350,1
INV-3571,Google LLC,8509.02,1531.62,0.18,Software licensing and support services,2025-04-18 01:58:36.481350,0
INV-7956,Google LLC,1002.46,180.44,0.18,Hardware procurement and installation,2024-08-28 01:58:36.481350,0
INV-9358,Microsft Corp,4680.08,842.41,0.18,Various professional services,2024-11-28 01:58:36.497189,1
INV-4842,Salesforec Inc,5000.0,900.0,0.18,General business expenses,2024-08-21 01:58:36.481350,1
INV-3261,Amazon Web Servces,609.61,177.01,0.29187960795913953,Various professional services,2025-02-27 01:58:36.481350,1
INV-1068,IBM Corporaton,37764.64,8962.04,0.23601939338415362,Miscellaneous services and products,2025-01-20 01:58:36.497189,1
INV-2758,Google LLC,4161.28,749.03,0.18,Hardware procurement and installation,2024-09-18 01:58:36.481350,0
INV-1473,Amazon Web Servces,39599.91,7127.98,0.18,Emergency maintenance work,2025-07-05 01:58:36.481350,1
INV-6372,Apple Inc,9931.72,1787.71,0.18,Professional consulting services,2025-01-01 01:58:36.481350,0
INV-1916,Salesforec Inc,46138.82,8304.99,0.18,Emergency maintenance work,2024-09-24 01:58:36.481350,1
INV-6140,IBM Corporaton,25000.0,4500.0,0.18,Various professional services,2025-04-30 01:58:36.481350,1
0DBICHJ0,Amazon Web Servces,5000.0,900.0,0.18,Miscellaneous services and products,2024-07-18 01:58:36.499205,1
NRMJAKOU,Aple Inc,2084.2,375.16,0.18,Emergency maintenance work,2025-04-07 01:58:36.497189,1
INV-8199,Oracle Corporation,916.33,164.94,0.18,Professional consulting services,2025-06-24 01:58:36.481350,0
INV-3240,Oracle Corporation,8580.38,1544.47,0.18,Cloud computing services for Q1 2024,2024-12-27 01:58:36.481350,0
INV-1580,Aple Inc,28927.94,5207.03,0.18,Emergency maintenance work,2025-01-11 01:58:36.481350,1
7PJKAJCE,Microsft Corp,1000.0,336.92,0.29901326360486175,Emergency maintenance work,2025-07-05 01:58:36.499205,1
INV-3816,Salesforec Inc,38270.57,6888.7,0.18,Miscellaneous services and products,2025-05-25 01:58:36.481350,1
INV-1311,Amazon Web Services,7653.25,1377.59,0.18,Hardware procurement and installation,2025-01-02 01:58:36.481350,0
YDZA5M3M,Aple Inc,32287.85,7386.04,0.22979221119429305,General business expenses,2024-12-27 01:58:36.481350,1
INV-4774,Microsoft Corp,9971.36,1794.84,0.18,Professional consulting services,2024-11-13 01:58:36.481350,0
INV-9962,Google LLC,1863.88,335.5,0.18,Cloud computing services for Q1 2024,2025-02-09 01:58:36.481350,0
INV-9249,Amazon Web Services,6944.33,1249.98,0.18,Software licensing and support services,2025-04-20 01:58:36.481350,0
